tiempo_total_min,minutos_retraso,dist_asignacion_km,dist_entrega_km,tiempo_espera_rest_min,cumple_sla,franja_horaria,es_hora_pico,valor_pedido_soles
18.3,0.0,1.468,2.503,9.3,1,noche,0,46.95
10.3,0.0,1.319,1.08,3.8,1,noche,0,38.13
12.1,0.0,1.706,1.913,2.6,1,noche,0,89.83
7.6,0.0,0.534,2.782,3.8,1,noche,0,43.09
34.8,4.8,1.88,2.652,16.9,0,noche,1,35.66
34.4,4.4,1.219,1.751,23.4,0,tarde,1,63.65
15.0,0.0,1.199,1.393,8.2,1,mañana,0,63.75
16.6,0.0,1.577,2.411,9.2,1,mañana,0,73.82
15.4,0.0,0.615,1.943,12.9,1,mañana,0,88.85
12.8,0.0,1.596,1.279,5.5,1,mañana,0,21.72
22.3,0.0,3.102,1.184,6.9,1,noche,1,49.6
35.6,5.6,2.821,3.429,10.6,0,noche,1,35.2
18.0,0.0,2.293,0.589,6.7,1,noche,1,29.73
36.8,6.8,0.196,2.573,22.8,0,noche,1,38.9
24.1,0.0,0.962,2.71,12.6,1,noche,1,44.46
13.0,0.0,1.328,2.36,6.4,1,mañana,0,39.34
16.1,0.0,1.139,1.653,8.4,1,mañana,0,43.92
14.1,0.0,0.954,2.411,9.1,1,tarde,0,75.69
16.2,0.0,1.103,1.691,13.8,1,tarde,0,81.02
17.2,0.0,1.442,2.499,10.2,1,mañana,0,23.36
18.1,0.0,1.517,2.723,8.4,1,mañana,0,77.87
32.5,2.5,2.489,1.974,19.1,0,noche,1,55.49
8.5,0.0,1.712,1.474,5.6,1,noche,0,25.2
21.4,0.0,0.492,3.155,8.8,1,noche,0,65.11
20.1,0.0,1.256,2.548,11.2,1,noche,0,51.67
31.4,1.4,3.354,1.173,17.1,0,noche,1,23.35
14.8,0.0,1.64,1.85,3.7,1,mañana,0,30.45
12.2,0.0,0.339,2.249,6.8,1,mañana,0,41.78
14.0,0.0,1.133,2.715,5.0,1,tarde,0,54.34
20.6,0.0,1.362,2.016,10.4,1,tarde,0,70.29
20.8,0.0,0.769,1.723,18.9,1,tarde,0,16.68
12.8,0.0,1.779,0.245,6.6,1,noche,1,70.8
29.7,0.0,0.626,2.451,17.3,1,tarde,1,49.27
10.6,0.0,1.062,2.755,1.8,1,mañana,0,82.15
13.3,0.0,1.33,1.079,5.5,1,mañana,0,15.07
12.7,0.0,0.593,2.781,9.6,1,mañana,0,55.59
18.1,0.0,1.135,2.189,13.4,1,noche,0,47.51
13.4,0.0,1.441,1.438,6.2,1,mañana,0,15.46
14.5,0.0,0.474,0.518,12.2,1,mañana,0,62.16
13.0,0.0,1.147,0.645,5.9,1,mañana,0,20.77
15.1,0.0,0.911,2.329,8.0,1,mañana,0,45.61
11.1,0.0,1.586,1.787,4.6,1,noche,0,31.14
14.7,0.0,0.785,0.922,11.1,1,mañana,0,34.61
19.2,0.0,1.059,2.956,7.2,1,mañana,0,46.18
24.5,0.0,2.682,2.268,5.3,1,noche,1,17.43
27.8,0.0,1.347,2.385,15.2,1,noche,1,78.76
29.1,0.0,3.041,1.513,13.6,1,tarde,1,80.7
21.5,0.0,1.603,0.998,15.9,1,tarde,1,24.01
15.4,0.0,1.132,1.834,7.8,1,mañana,0,31.37
11.1,0.0,1.198,2.231,5.6,1,mañana,0,18.81
15.0,0.0,2.017,1.126,9.5,1,noche,0,86.06
16.5,0.0,0.825,2.361,7.6,1,noche,0,23.62
24.8,0.0,1.941,1.849,14.8,1,noche,0,46.47
35.3,5.3,1.029,1.756,23.8,0,tarde,1,43.3
12.0,0.0,1.202,2.851,3.4,1,noche,0,74.53
13.4,0.0,1.075,2.317,7.0,1,noche,0,58.07
16.6,0.0,0.446,2.299,8.5,1,noche,0,69.94
6.1,0.0,0.662,1.914,4.1,1,mañana,0,79.48
18.5,0.0,0.736,2.947,7.7,1,mañana,0,25.16
21.3,0.0,1.096,2.538,14.4,1,mañana,0,37.4
14.4,0.0,1.14,3.363,11.2,1,mañana,0,87.58
21.4,0.0,2.694,1.019,6.9,1,tarde,1,92.33
28.3,0.0,3.569,2.35,6.9,1,tarde,1,59.22
24.5,0.0,2.073,1.924,12.5,1,tarde,1,46.92
23.6,0.0,3.09,2.062,7.8,1,noche,1,39.99
31.9,1.9,2.786,2.875,6.6,0,noche,1,50.62
18.8,0.0,1.811,1.339,10.2,1,tarde,0,64.97
11.1,0.0,0.973,2.303,7.9,1,mañana,0,72.16
11.9,0.0,0.559,2.107,8.1,1,noche,0,59.63
11.5,0.0,1.386,1.858,5.2,1,mañana,0,83.9
27.0,0.0,1.499,3.135,17.6,1,mañana,0,32.34
28.2,0.0,2.169,1.81,16.1,1,noche,1,85.28
10.9,0.0,1.788,1.818,5.6,1,tarde,0,33.48
10.9,0.0,0.905,3.085,4.3,1,tarde,0,64.58
13.7,0.0,0.579,2.235,8.7,1,mañana,0,51.82
11.0,0.0,1.454,2.276,9.5,1,mañana,0,84.16
12.3,0.0,1.747,0.776,7.5,1,noche,0,67.66
20.2,0.0,0.902,2.42,9.7,1,mañana,0,67.11
22.4,0.0,0.986,3.033,15.5,1,mañana,0,25.55
35.6,5.6,3.35,2.296,16.8,0,tarde,1,46.48
9.7,0.0,0.309,1.954,3.4,1,noche,0,77.24
20.7,0.0,1.607,2.458,9.2,1,noche,0,26.63
18.3,0.0,1.571,1.079,16.1,1,noche,0,48.86
9.8,0.0,0.305,1.172,6.1,1,noche,0,86.81
11.6,0.0,1.368,1.649,4.3,1,noche,0,44.28
11.5,0.0,0.286,0.959,8.5,1,noche,0,84.82
12.4,0.0,0.923,2.263,7.4,1,mañana,0,60.19
7.4,0.0,1.508,2.184,0.0,1,mañana,0,50.91
14.1,0.0,0.415,2.637,8.5,1,mañana,0,61.98
18.6,0.0,1.916,2.323,8.4,1,mañana,0,46.0
21.2,0.0,1.52,2.099,14.1,1,noche,0,74.11
23.8,0.0,1.388,1.606,15.5,1,noche,0,38.22
30.2,0.2,2.779,1.304,16.2,0,tarde,1,28.25
31.0,1.0,1.494,0.959,23.8,0,tarde,1,45.29
21.8,0.0,0.455,2.932,13.0,1,noche,0,36.88
19.1,0.0,1.431,1.419,13.9,1,noche,0,40.33
33.4,3.4,1.517,1.807,25.0,0,noche,1,47.41
32.0,2.0,2.344,1.271,18.5,0,noche,1,39.88
12.1,0.0,0.963,1.918,6.5,1,noche,0,61.81
19.5,0.0,1.422,1.07,15.9,1,noche,0,53.47
19.5,0.0,0.29,2.24,14.3,1,tarde,0,74.73
13.6,0.0,0.558,1.889,11.6,1,tarde,0,28.47
15.5,0.0,1.503,2.061,8.6,1,noche,0,18.17
14.9,0.0,1.231,1.993,13.8,1,noche,0,78.16
9.4,0.0,0.918,1.568,3.4,1,noche,0,49.74
17.6,0.0,1.221,1.822,11.1,1,noche,0,45.51
15.8,0.0,0.969,1.334,9.6,1,noche,0,53.5
10.5,0.0,1.402,0.63,4.9,1,noche,0,82.0
8.3,0.0,0.877,0.309,7.2,1,mañana,0,63.63
25.4,0.0,3.181,2.293,7.4,1,tarde,1,85.0
24.1,0.0,2.981,2.404,6.6,1,tarde,1,54.8
35.2,5.2,1.33,1.194,26.3,0,tarde,1,34.17
17.2,0.0,3.238,1.862,0.1,1,tarde,1,73.09
15.5,0.0,1.152,2.66,10.2,1,noche,0,40.35
11.3,0.0,1.362,1.79,3.2,1,noche,0,48.3
11.5,0.0,0.679,0.795,7.5,1,mañana,0,57.27
18.6,0.0,0.679,3.089,10.5,1,mañana,0,53.51
12.1,0.0,0.149,1.988,9.2,1,noche,0,48.86
14.4,0.0,0.431,2.848,9.7,1,noche,0,74.53
12.3,0.0,1.462,1.643,8.9,1,noche,0,58.6
28.6,0.0,0.628,2.435,18.3,1,noche,1,90.37
28.3,0.0,2.501,2.564,12.1,1,noche,1,66.18
32.2,2.2,3.34,2.725,11.2,0,noche,1,73.61
22.4,0.0,1.681,3.169,12.0,1,noche,0,90.39
6.0,0.0,1.041,1.416,3.2,1,noche,0,63.78
20.4,0.0,0.331,2.867,10.2,1,noche,0,88.63
22.0,0.0,1.545,2.449,12.4,1,noche,0,35.5
18.4,0.0,0.503,1.891,10.8,1,noche,0,63.13
18.2,0.0,1.42,0.976,13.8,1,tarde,0,75.65
5.0,0.0,1.258,1.553,0.0,1,tarde,0,17.24
7.5,0.0,0.932,0.975,4.2,1,noche,0,32.17
13.6,0.0,0.141,1.462,10.4,1,noche,0,36.02
16.8,0.0,1.276,0.346,15.9,1,noche,0,46.57
12.6,0.0,0.728,2.095,7.6,1,mañana,0,28.86
17.8,0.0,1.004,1.221,11.7,1,noche,0,68.6
12.5,0.0,1.013,1.819,7.1,1,noche,0,53.07
21.8,0.0,2.089,1.765,10.7,1,tarde,1,48.32
27.4,0.0,1.779,0.753,14.7,1,tarde,1,72.57
32.0,2.0,3.52,2.662,11.0,0,tarde,1,33.42
26.0,0.0,1.784,2.105,14.6,1,tarde,1,15.22
8.8,0.0,0.607,2.808,4.5,1,noche,0,42.13
21.0,0.0,0.272,1.284,15.9,1,tarde,0,30.72
20.8,0.0,1.121,2.17,12.1,1,tarde,0,44.21
11.7,0.0,1.184,1.596,4.5,1,tarde,0,25.97
18.5,0.0,1.241,2.267,7.0,1,tarde,0,19.99
11.0,0.0,0.418,1.365,6.7,1,noche,0,68.9
21.5,0.0,0.544,2.58,11.6,1,noche,0,86.94
10.7,0.0,1.266,0.9,8.0,1,noche,0,83.71
15.3,0.0,1.244,2.259,6.4,1,tarde,0,72.49
19.0,0.0,1.919,1.249,7.0,1,tarde,0,59.17
16.0,0.0,1.066,1.754,10.6,1,tarde,0,39.65
13.3,0.0,1.534,1.797,5.5,1,tarde,0,52.26
17.3,0.0,0.527,1.957,12.7,1,noche,0,23.59
18.4,0.0,1.282,2.258,12.7,1,noche,0,47.09
10.4,0.0,0.868,1.895,5.2,1,noche,0,32.41
16.8,0.0,0.834,2.458,10.4,1,noche,0,37.63
17.2,0.0,1.262,1.94,14.2,1,noche,0,80.16
33.2,3.2,2.34,2.156,14.0,0,noche,1,39.19
29.0,0.0,3.082,1.403,15.5,1,noche,1,33.23
30.7,0.7,0.641,2.057,23.3,0,noche,1,55.21
16.9,0.0,0.852,2.181,9.2,1,noche,1,16.89
11.5,0.0,0.935,1.03,5.1,1,mañana,0,58.48
17.3,0.0,1.926,2.456,10.1,1,mañana,0,78.28
13.5,0.0,1.344,2.072,5.6,1,tarde,0,61.64
11.2,0.0,1.572,2.702,4.2,1,tarde,0,27.02
36.0,6.0,3.086,2.36,16.2,0,noche,1,38.93
14.5,0.0,3.166,0.847,0.0,1,noche,1,49.91
27.6,0.0,3.013,0.987,14.9,1,tarde,1,18.83
27.1,0.0,3.266,3.07,5.1,1,tarde,1,37.9
25.1,0.0,1.81,1.042,14.8,1,tarde,1,24.84
7.4,0.0,1.568,0.585,4.8,1,mañana,0,35.26
23.3,0.0,1.549,2.285,10.6,1,tarde,1,61.7
30.8,0.8,1.405,2.616,17.6,0,tarde,1,19.68
5.0,0.0,1.207,0.632,0.9,1,noche,0,93.49
5.0,0.0,0.803,2.019,0.0,1,noche,0,73.16
11.2,0.0,0.491,0.949,8.6,1,mañana,0,50.86
15.3,0.0,0.683,0.867,10.8,1,mañana,0,91.48
25.2,0.0,1.636,0.951,16.4,1,tarde,1,18.43
37.8,7.8,2.675,2.286,17.5,0,tarde,1,68.44
18.1,0.0,1.757,2.233,7.1,1,noche,0,79.64
9.7,0.0,0.693,2.801,6.9,1,noche,0,70.15
18.2,0.0,1.207,2.513,10.6,1,mañana,0,41.14
8.5,0.0,1.33,0.64,6.5,1,mañana,0,57.75
10.4,0.0,1.55,2.143,6.0,1,mañana,0,57.99
42.0,12.0,2.771,2.922,18.7,0,tarde,1,66.45
16.7,0.0,0.658,1.827,12.5,1,noche,0,21.8
16.6,0.0,1.05,1.178,11.0,1,noche,0,90.6
12.9,0.0,0.733,2.69,5.7,1,noche,0,82.38
13.1,0.0,0.331,0.958,8.3,1,noche,0,55.29
8.6,0.0,1.365,1.195,4.5,1,noche,0,48.3
24.9,0.0,2.072,2.046,13.0,1,noche,1,40.51
30.0,0.0,2.807,1.958,12.4,1,noche,1,85.39
23.3,0.0,2.071,0.487,16.6,1,noche,1,16.46
6.9,0.0,0.896,1.634,4.8,1,noche,0,63.22
30.3,0.3,2.865,2.152,13.7,0,tarde,1,39.12
28.0,0.0,2.885,2.72,9.9,1,tarde,1,81.85
6.9,0.0,0.846,1.347,3.2,1,noche,0,57.77
10.2,0.0,1.336,2.238,2.3,1,noche,0,23.31
10.3,0.0,0.595,0.586,6.7,1,noche,0,45.26
14.3,0.0,1.331,1.702,7.2,1,mañana,0,76.03
27.4,0.0,3.257,1.583,9.9,1,tarde,1,26.11
45.6,15.6,1.403,3.084,28.8,0,tarde,1,87.58
37.5,7.5,2.523,2.47,19.7,0,noche,1,63.33
28.9,0.0,1.959,2.026,14.4,1,noche,1,69.76
27.1,0.0,1.96,2.117,14.1,1,tarde,1,20.12
24.6,0.0,3.005,2.923,3.2,1,noche,1,73.16
17.3,0.0,1.218,1.687,10.2,1,noche,1,83.67
18.2,0.0,0.463,2.091,13.9,1,noche,0,50.52
16.7,0.0,0.319,1.825,11.9,1,noche,0,74.21
16.2,0.0,1.125,2.064,11.2,1,noche,0,51.77
38.2,8.2,1.948,2.916,21.3,0,noche,1,71.92
23.6,0.0,2.234,1.904,8.5,1,noche,1,78.32
21.7,0.0,2.976,2.526,3.1,1,noche,1,62.69
21.7,0.0,2.835,1.25,9.6,1,noche,1,28.04
12.4,0.0,0.884,3.176,3.1,1,tarde,0,19.4
9.5,0.0,0.397,1.437,9.2,1,tarde,0,58.6
15.9,0.0,1.689,1.7,8.8,1,tarde,0,22.37
15.4,0.0,1.278,2.064,7.4,1,mañana,0,72.64
25.4,0.0,3.48,2.013,6.6,1,noche,1,34.59
29.7,0.0,2.948,0.709,17.2,1,noche,1,34.79
14.2,0.0,0.61,2.12,11.3,1,noche,0,83.12
9.7,0.0,1.868,0.64,6.7,1,noche,0,32.25
14.7,0.0,1.611,1.62,10.2,1,noche,0,29.72
11.8,0.0,1.227,1.923,6.0,1,noche,0,39.43
20.6,0.0,1.451,1.193,16.4,1,tarde,0,81.75
10.8,0.0,1.762,2.021,5.2,1,tarde,0,17.26
7.2,0.0,1.012,1.739,6.1,1,tarde,0,70.04
17.4,0.0,1.444,1.235,10.1,1,mañana,0,71.65
23.4,0.0,1.087,2.148,17.2,1,mañana,0,61.74
13.0,0.0,1.274,2.44,4.6,1,mañana,0,57.03
12.0,0.0,1.293,1.074,6.8,1,mañana,0,55.63
28.9,0.0,2.605,2.063,13.2,1,tarde,1,30.67
16.2,0.0,1.572,0.331,10.6,1,noche,1,31.29
27.3,0.0,2.978,1.197,15.4,1,noche,1,49.23
18.9,0.0,2.756,1.32,3.4,1,noche,1,89.05
22.7,0.0,0.644,2.764,17.0,1,noche,0,66.61
32.3,2.3,1.805,3.009,14.9,0,noche,1,68.67
13.7,0.0,1.68,2.254,9.3,1,tarde,0,72.6
18.3,0.0,1.167,1.868,10.8,1,tarde,0,18.98
13.9,0.0,1.48,0.824,6.5,1,tarde,0,90.47
28.8,0.0,2.918,2.27,13.5,1,tarde,1,16.84
20.0,0.0,0.706,2.523,13.4,1,noche,0,63.53
5.0,0.0,0.973,0.93,4.0,1,noche,0,57.35
11.8,0.0,0.424,0.525,9.3,1,tarde,0,84.37
18.5,0.0,1.729,2.178,7.1,1,mañana,0,86.57
20.7,0.0,1.708,0.682,12.1,1,noche,1,42.89
28.1,0.0,2.987,3.243,5.9,1,noche,1,68.17
14.6,0.0,1.353,2.058,7.9,1,mañana,0,40.58
10.1,0.0,1.239,2.168,7.0,1,mañana,0,17.89
7.7,0.0,0.987,0.706,7.0,1,noche,0,71.14
25.0,0.0,1.487,2.481,15.0,1,noche,0,48.4
13.8,0.0,1.931,0.795,8.7,1,noche,0,69.27
12.2,0.0,1.103,2.011,3.8,1,noche,0,25.75
16.5,0.0,1.305,2.779,12.1,1,noche,0,61.33
27.2,0.0,3.271,2.142,4.3,1,noche,1,30.17
28.2,0.0,1.218,0.765,20.9,1,noche,1,20.02
20.7,0.0,0.684,1.054,14.6,1,noche,0,75.89
15.7,0.0,1.286,2.256,8.1,1,tarde,0,58.15
15.9,0.0,0.611,2.608,11.5,1,tarde,0,27.47
13.4,0.0,0.999,1.034,8.7,1,tarde,0,30.95
27.1,0.0,1.829,2.078,12.9,1,noche,1,53.32
22.9,0.0,2.08,2.021,7.1,1,noche,1,77.95
30.3,0.3,2.38,2.995,10.4,0,noche,1,47.67
28.5,0.0,2.39,1.875,13.6,1,noche,1,44.82
28.9,0.0,2.928,1.336,13.8,1,tarde,1,90.47
38.3,8.3,3.737,2.634,20.2,0,tarde,1,85.84
30.0,0.0,2.476,2.937,10.3,1,noche,1,53.46
8.0,0.0,1.19,0.304,8.8,1,noche,0,87.26
15.6,0.0,0.639,2.448,8.7,1,noche,0,92.52
8.4,0.0,1.242,0.919,4.6,1,mañana,0,69.5
17.4,0.0,0.502,2.263,10.2,1,mañana,0,54.51
13.9,0.0,1.493,1.788,8.7,1,tarde,0,68.96
11.1,0.0,0.42,1.513,8.9,1,tarde,0,90.18
19.0,0.0,1.275,1.396,14.0,1,tarde,0,48.72
10.4,0.0,1.289,0.899,8.4,1,tarde,0,57.25
8.1,0.0,1.395,2.296,0.6,1,mañana,0,16.7
13.5,0.0,0.74,0.739,9.3,1,mañana,0,38.74
41.6,11.6,1.613,1.639,27.9,0,noche,1,74.62
30.1,0.1,3.07,3.136,11.6,0,noche,1,80.03
22.0,0.0,1.678,1.083,13.9,1,noche,1,50.39
7.8,0.0,0.629,2.059,3.0,1,tarde,0,52.76
14.9,0.0,1.714,2.671,3.4,1,tarde,0,78.18
16.1,0.0,0.585,0.708,12.1,1,tarde,0,87.48
13.6,0.0,1.912,1.201,6.0,1,noche,0,90.98
18.4,0.0,1.46,1.964,10.8,1,noche,0,21.25
20.1,0.0,1.467,2.735,13.5,1,noche,0,32.53
16.7,0.0,1.065,0.969,8.5,1,mañana,0,94.08
8.1,0.0,0.544,1.408,3.4,1,mañana,0,64.81
18.7,0.0,1.947,2.091,11.1,1,tarde,0,45.16
19.1,0.0,1.267,2.37,11.0,1,tarde,0,63.24
21.9,0.0,1.018,2.278,9.3,1,noche,1,85.33
28.2,0.0,3.623,1.852,9.7,1,noche,1,42.17
9.7,0.0,1.57,2.132,2.2,1,noche,0,19.55
18.6,0.0,1.233,2.66,9.9,1,noche,0,41.37
16.8,0.0,1.344,1.973,6.0,1,noche,0,70.31
19.7,0.0,1.304,1.913,13.1,1,mañana,0,57.54
10.3,0.0,1.278,2.444,6.0,1,mañana,0,49.93
18.0,0.0,1.502,1.873,11.7,1,mañana,0,84.77
18.8,0.0,1.417,2.192,12.0,1,noche,0,18.95
11.6,0.0,1.01,1.425,8.7,1,noche,0,24.52
8.5,0.0,1.235,1.45,3.7,1,noche,0,79.86
16.0,0.0,1.285,2.436,9.5,1,noche,0,72.8
17.6,0.0,1.541,2.693,6.9,1,noche,0,33.94
17.8,0.0,1.533,2.305,9.9,1,noche,0,57.94
9.0,0.0,1.571,2.366,2.5,1,noche,0,73.6
10.8,0.0,1.422,1.471,4.9,1,noche,0,31.22
10.4,0.0,0.345,1.939,8.7,1,noche,0,90.77
8.8,0.0,1.243,2.101,4.1,1,tarde,0,66.81
9.4,0.0,1.421,1.552,5.0,1,tarde,0,84.55
8.1,0.0,0.491,2.142,2.6,1,noche,0,28.75
17.9,0.0,1.974,0.35,9.5,1,noche,1,94.16
17.3,0.0,2.818,1.782,2.4,1,tarde,1,91.77
20.7,0.0,1.807,1.7,15.5,1,mañana,0,60.73
25.2,0.0,1.462,2.093,19.6,1,mañana,0,69.28
26.4,0.0,2.556,2.063,12.4,1,noche,1,19.49
28.9,0.0,2.204,0.28,19.8,1,noche,1,49.66
29.0,0.0,2.587,2.725,10.2,1,noche,1,51.19
15.1,0.0,1.597,0.948,9.8,1,mañana,0,80.67
13.8,0.0,0.644,0.7,8.0,1,noche,0,85.73
10.7,0.0,1.906,0.802,7.6,1,mañana,0,45.43
13.6,0.0,0.271,2.124,10.7,1,mañana,0,70.18
21.6,0.0,1.662,1.65,12.9,1,noche,1,43.31
15.2,0.0,0.88,1.951,10.9,1,noche,0,65.4
14.2,0.0,1.059,2.269,5.6,1,noche,0,79.68
34.5,4.5,1.985,2.648,19.3,0,tarde,1,63.72
11.0,0.0,0.771,0.505,8.2,1,noche,0,28.78
21.7,0.0,0.612,2.078,12.1,1,mañana,0,65.79
5.6,0.0,0.878,0.953,3.6,1,mañana,0,53.99
13.7,0.0,0.802,1.874,9.1,1,mañana,0,34.42
29.6,0.0,3.623,1.838,9.3,1,noche,1,94.4
20.3,0.0,2.661,1.361,6.7,1,noche,1,73.8
18.1,0.0,0.73,2.615,11.0,1,mañana,0,68.79
15.0,0.0,0.412,3.155,8.1,1,mañana,0,60.9
18.7,0.0,1.698,2.535,9.6,1,mañana,0,78.04
9.0,0.0,1.116,0.404,3.4,1,mañana,0,29.99
27.3,0.0,1.563,1.356,16.6,1,tarde,1,48.26
12.3,0.0,1.58,1.918,8.1,1,noche,0,28.34
23.8,0.0,0.741,2.936,13.7,1,noche,1,41.85
13.7,0.0,1.234,2.069,9.2,1,noche,0,23.0
14.7,0.0,0.922,2.057,9.5,1,noche,0,29.66
10.3,0.0,1.417,1.386,6.1,1,noche,0,33.06
23.9,0.0,1.979,2.258,8.4,1,tarde,1,26.62
16.5,0.0,1.462,1.423,9.2,1,tarde,0,43.94
17.0,0.0,1.321,1.492,11.6,1,noche,0,71.58
21.5,0.0,1.28,3.074,13.8,1,mañana,0,53.7
19.7,0.0,1.166,1.553,13.4,1,mañana,0,33.66
26.2,0.0,1.211,2.108,14.7,1,tarde,1,51.15
26.8,0.0,2.465,3.138,10.3,1,tarde,1,53.39
29.9,0.0,3.894,1.286,15.0,1,tarde,1,65.38
8.9,0.0,1.129,1.665,3.0,1,noche,0,22.84
10.7,0.0,0.975,2.739,7.0,1,noche,0,25.14
20.6,0.0,1.235,2.752,12.0,1,mañana,0,79.71
17.9,0.0,1.536,2.026,11.7,1,mañana,0,39.03
29.1,0.0,1.333,1.354,20.0,1,tarde,1,28.8
15.0,0.0,0.904,2.454,7.9,1,mañana,0,15.72
16.7,0.0,0.275,1.959,11.9,1,mañana,0,43.04
18.4,0.0,3.263,0.529,6.7,1,noche,1,53.57
19.2,0.0,1.339,0.419,14.1,1,noche,1,28.3
18.1,0.0,1.389,2.979,8.3,1,mañana,0,84.71
13.8,0.0,1.083,0.251,10.7,1,mañana,0,75.28
20.7,0.0,0.634,2.155,16.0,1,mañana,0,84.84
21.3,0.0,2.655,0.589,12.3,1,tarde,1,33.91
27.6,0.0,2.278,1.953,13.4,1,tarde,1,49.5
13.5,0.0,0.735,2.151,7.0,1,mañana,0,76.19
21.6,0.0,1.175,2.058,14.4,1,mañana,0,86.17
19.9,0.0,0.703,2.692,10.9,1,mañana,0,15.82
5.0,0.0,1.365,0.787,0.8,1,mañana,0,74.85
13.9,0.0,0.384,1.506,10.2,1,noche,0,73.36
13.6,0.0,1.504,2.376,3.9,1,noche,0,15.07
19.6,0.0,1.078,2.417,11.0,1,noche,0,16.75
14.9,0.0,1.526,2.214,6.4,1,noche,0,51.18
15.2,0.0,1.63,1.665,9.1,1,tarde,0,42.56
17.4,0.0,1.956,1.076,9.4,1,tarde,1,94.11
24.3,0.0,3.173,1.81,7.2,1,tarde,1,71.92
31.4,1.4,3.876,2.564,10.4,0,tarde,1,79.03
8.7,0.0,0.52,1.529,7.5,1,mañana,0,53.17
12.4,0.0,0.644,1.159,10.2,1,mañana,0,46.26
9.0,0.0,1.299,1.555,3.6,1,mañana,0,72.4
12.0,0.0,1.586,2.41,5.7,1,mañana,0,21.59
12.7,0.0,0.62,2.799,7.8,1,mañana,0,48.4
18.1,0.0,1.535,3.102,8.1,1,tarde,0,83.33
31.3,1.3,2.495,2.315,17.5,0,tarde,1,75.26
33.6,3.6,1.512,2.378,20.6,0,tarde,1,40.94
29.2,0.0,2.004,2.103,18.4,1,tarde,1,89.77
18.8,0.0,1.345,2.443,10.2,1,mañana,0,54.5
12.2,0.0,1.649,2.568,5.2,1,tarde,0,83.88
17.4,0.0,0.644,2.226,12.3,1,mañana,0,32.99
17.1,0.0,1.261,2.374,15.9,1,noche,0,65.57
16.2,0.0,1.569,1.277,7.6,1,noche,0,90.89
16.5,0.0,0.309,2.063,12.1,1,noche,0,29.22
13.5,0.0,0.748,1.656,9.1,1,noche,0,88.82
22.5,0.0,1.679,1.86,12.0,1,noche,0,58.36
10.4,0.0,1.2,1.15,8.4,1,mañana,0,15.69
13.2,0.0,1.431,1.078,7.0,1,mañana,0,49.08
9.7,0.0,1.816,2.053,0.5,1,mañana,0,61.11
17.5,0.0,1.864,1.099,9.8,1,mañana,0,18.56
17.3,0.0,0.86,2.344,11.4,1,mañana,0,29.3
16.1,0.0,0.681,3.195,10.0,1,mañana,0,85.55
9.3,0.0,1.047,1.309,6.5,1,mañana,0,63.03
11.6,0.0,1.75,1.131,4.1,1,mañana,0,40.12
13.9,0.0,1.856,2.491,8.0,1,tarde,0,41.29
19.8,0.0,1.419,1.525,11.8,1,tarde,0,81.43
26.3,0.0,3.432,1.543,10.6,1,tarde,1,25.89
17.8,0.0,1.55,2.409,9.0,1,mañana,0,57.02
7.9,0.0,1.539,0.95,3.9,1,mañana,0,77.24
17.8,0.0,1.227,2.181,9.6,1,noche,0,39.8
8.2,0.0,0.615,2.247,4.3,1,noche,0,25.79
16.9,0.0,1.307,1.183,10.7,1,mañana,0,63.07
12.4,0.0,1.366,2.733,4.5,1,mañana,0,31.86
17.5,0.0,0.941,2.547,8.1,1,mañana,0,20.71
12.4,0.0,1.341,2.163,0.2,1,mañana,0,79.22
13.3,0.0,0.931,2.205,6.5,1,mañana,0,94.21
12.5,0.0,1.161,1.113,7.3,1,mañana,0,32.63
12.6,0.0,1.55,1.981,6.2,1,tarde,0,40.46
6.3,0.0,1.437,0.908,2.5,1,tarde,0,53.91
17.2,0.0,1.55,2.174,10.4,1,tarde,0,73.7
20.0,0.0,1.148,3.125,11.9,1,tarde,0,87.46
7.2,0.0,0.995,1.731,4.4,1,mañana,0,63.0
15.0,0.0,1.424,2.701,5.6,1,mañana,0,61.55
21.9,0.0,0.876,2.024,14.7,1,noche,0,30.35
10.3,0.0,0.781,1.386,7.4,1,noche,0,84.4
13.5,0.0,1.026,1.273,10.1,1,noche,0,36.61
15.0,0.0,0.802,1.938,6.1,1,noche,0,45.5
17.5,0.0,1.024,0.799,12.0,1,noche,0,89.29
11.1,0.0,0.913,1.474,6.5,1,noche,0,76.06
17.3,0.0,0.924,1.498,7.9,1,noche,0,42.48
13.5,0.0,0.434,1.578,9.1,1,noche,0,56.76
14.9,0.0,1.556,2.271,4.8,1,noche,0,64.15
7.3,0.0,0.506,2.936,3.9,1,noche,0,94.1
19.8,0.0,0.602,1.073,15.7,1,noche,0,44.98
28.4,0.0,1.57,2.73,17.1,1,tarde,1,41.25
11.3,0.0,1.458,1.964,3.5,1,tarde,0,51.43
23.9,0.0,2.863,2.07,7.8,1,noche,1,78.69
19.0,0.0,3.547,1.717,5.0,1,noche,1,68.65
11.9,0.0,0.42,0.919,9.5,1,noche,0,22.67
12.4,0.0,1.098,2.558,6.5,1,noche,0,52.41
13.9,0.0,1.34,2.166,8.6,1,noche,0,58.51
12.3,0.0,1.289,2.352,6.1,1,noche,0,82.12
11.6,0.0,1.123,0.987,5.9,1,noche,0,76.25
12.0,0.0,1.281,1.76,6.3,1,mañana,0,93.67
12.2,0.0,1.314,1.561,6.1,1,mañana,0,18.64
